Temperature,Speed,Load,Ac_Use,Terrain_Slope,Wind_Speed,Driving_Mode,Weather_Condition,Vehicle_Age,Tire_Type,Night_Driving,Urban_Driving,Highway_Driving,Average_Passengers,Cruise_Control_Use,Regenerative_Braking_System,External_Humidity,Road_Condition,Heat_Pump_System,In_Car_Device_Count,Charging_Frequency,Months_Since_Last_Maintenance,Energy_Consumption
21.9536,101.8834,477.0981,0,-4.8499,35.9532,2,1,5.1565,0,1,1,1,3.465,0,0,93.2282,2,0,0,2.7967,7.5976,23.0879
28.8755,48.9581,301.1502,1,-8.764,21.4741,0,0,6.2662,1,1,0,1,1.2,0,0,37.4549,0,0,1,2.0025,8.7031,17.652
7.9732,79.1017,486.9706,0,-1.1399,0.0506,1,2,5.8245,1,0,0,0,1.3528,1,0,58.9481,1,1,2,4.5324,11.4443,18.1459
22.0593,46.1863,135.569,0,-8.3319,20.0205,1,0,2.1538,0,0,0,1,2.1224,1,1,66.9548,0,1,3,1.8053,0.814,11.5197
18.7697,61.2658,291.0226,0,-6.43,7.3751,1,2,7.0945,2,1,0,0,3.2943,1,1,47.2177,2,0,0,5.2237,11.6543,13.4763
19.126,113.8223,124.9609,1,1.946,19.9308,2,0,6.5379,1,0,0,1,4.7475,0,0,24.3862,3,0,3,6.764,0.0741,17.3872
22.3013,43.1482,352.0841,1,1.8426,16.0672,0,2,9.32,1,0,0,0,1.413,1,0,89.9016,2,0,1,1.9586,6.3622,18.3503
18.0144,86.9161,131.4828,1,-9.1335,10.1274,1,1,6.3415,1,1,1,1,4.3227,0,1,90.0726,3,1,1,3.3354,2.9191,22.6578
12.1625,83.3659,170.1471,1,-1.1419,6.1886,1,2,7.2032,2,0,1,0,3.2913,1,1,76.7723,2,1,2,2.9753,1.3011,22.916
6.0369,40.8665,203.5321,0,0.6044,36.4281,0,2,8.1103,2,1,0,0,2.4557,1,1,34.6117,0,1,2,3.2642,2.752,12.5892
25.7433,59.3381,399.4975,1,-4.6395,37.743,0,0,1.06,1,1,1,1,3.5719,1,1,0.2847,1,1,4,2.9494,11.0147,25.5099
4.0509,80.6683,165.5848,0,7.4409,13.2499,0,1,6.9633,0,0,0,1,4.1401,0,0,49.1199,0,0,3,3.2896,4.3396,9.4182
22.6942,46.8461,438.6528,0,-6.778,24.7595,0,2,3.1858,2,0,1,1,2.4349,0,0,52.4593,2,1,2,1.0901,8.317,20.9636
4.3333,102.0561,152.7616,1,-4.922,23.2035,1,2,8.2315,1,1,0,1,4.6788,0,0,48.7954,3,1,4,1.8698,2.0943,24.5677
20.0132,117.4941,114.0978,0,-6.8601,17.7624,2,0,4.8018,2,0,1,0,3.2038,1,1,9.6491,3,1,2,5.8174,7.7907,16.3107
24.8831,49.3283,258.0182,1,-7.6691,13.8819,0,1,5.8062,0,0,0,0,1.6276,1,0,78.7889,1,1,0,1.1835,8.0206,17.3556
3.7486,46.8221,491.7767,1,7.5796,9.3016,2,2,2.6034,2,1,0,0,3.1871,0,1,53.2138,2,0,2,2.7289,0.9835,20.9773
-2.6023,70.9442,144.1369,1,-4.4428,43.6446,2,0,6.5057,0,0,1,0,4.0619,0,0,22.1796,2,0,0,0.8526,4.0765,17.8525
0.2389,97.2989,140.6874,0,4.4505,41.6656,2,1,0.3565,2,1,0,1,3.3463,1,1,95.65,0,0,4,0.1053,11.5647,19.3977
19.2399,55.3441,400.4666,1,-1.4404,20.859,0,2,7.4857,1,0,1,1,3.3365,1,1,30.2078,3,0,4,4.9356,5.9563,21.5773
28.9779,31.7892,224.8647,0,2.7175,36.0601,2,2,1.633,1,1,1,1,1.111,0,1,38.1922,1,1,2,2.8697,10.5963,23.0274
-3.2001,78.7099,386.9126,1,8.5635,24.9166,2,2,2.2757,1,0,1,1,2.8533,0,0,40.1406,3,0,0,6.4831,4.1183,22.3478
24.3661,116.0941,180.0042,1,6.8922,4.2692,1,2,0.0091,0,0,0,0,2.4623,1,1,40.1424,3,1,4,5.3062,8.5649,22.0747
8.6527,65.2149,284.0288,1,-8.6203,41.1195,0,2,3.1317,0,0,0,0,1.1752,0,0,64.2723,2,1,0,6.0288,4.3338,14.999
14.1411,67.8121,206.116,0,6.9041,10.9636,0,1,3.8825,2,0,1,0,3.7247,1,0,28.3884,0,1,4,2.3466,6.3846,17.1765
32.1544,117.2012,280.6113,0,-0.9635,35.3409,0,2,2.34,1,1,0,1,1.7325,1,0,90.3391,2,0,1,4.5261,11.9942,17.8359
8.2789,92.5147,407.6388,0,-2.9971,26.3699,0,2,2.3021,2,0,0,1,2.3997,0,1,57.2806,2,0,3,0.172,5.1659,14.0221
13.6135,94.7255,404.804,1,3.4478,34.527,0,2,8.9298,0,1,0,1,3.3104,1,0,87.9904,0,1,4,4.8506,2.9764,25.0308
-4.4527,80.6432,306.3089,1,9.0042,23.5602,1,2,3.2645,1,0,1,0,2.7611,0,0,91.7383,1,1,3,2.8048,8.0097,24.9491
-1.7361,117.7148,471.3487,0,-8.1173,35.1281,2,0,7.2228,2,1,1,0,3.8071,0,1,76.8707,0,0,4,2.1701,0.2731,17.9047
5.3437,91.998,205.5136,1,5.3615,1.6406,1,1,2.3738,2,0,0,0,4.3791,1,0,24.3657,0,1,3,6.283,3.8909,17.6715
-3.8859,110.5529,196.1245,1,-5.9298,2.0426,2,1,8.0904,2,1,0,1,1.677,1,0,32.9743,3,1,1,6.9629,8.4996,22.7816
20.255,92.9441,345.5226,1,-2.3973,44.817,0,1,6.7774,2,1,0,1,2.1144,1,1,22.9205,1,1,2,4.5973,4.8071,21.8686
12.0559,96.1604,348.5188,1,7.4765,37.4847,1,2,7.562,0,0,1,1,1.7433,1,0,45.687,0,1,2,2.0684,9.5792,28.6458
16.9258,56.137,118.616,0,0.916,41.4234,0,1,4.3954,0,1,0,1,2.9968,1,1,51.0999,3,0,4,6.2207,6.1267,11.3367
1.9859,57.3131,343.1111,0,-8.6509,22.8293,0,2,8.7956,2,1,1,1,1.317,1,1,33.8582,1,1,2,5.7847,1.221,15.1912
6.8373,100.4686,249.7745,0,0.161,22.9823,2,2,3.7401,0,1,0,0,3.9651,1,0,87.2419,1,0,4,6.4337,9.5844,16.9634
21.553,56.7036,398.977,0,5.7928,26.7002,2,0,6.009,1,0,1,1,1.5118,0,1,39.5551,1,1,4,2.3396,11.5342,22.0325
33.6121,80.6493,423.2423,1,0.5776,12.1831,2,2,6.4007,1,0,1,0,4.7871,1,0,70.4261,2,1,2,1.5763,0.8619,30.5978
-2.9833,52.4417,320.8615,0,-6.6622,36.6751,1,1,9.5225,2,1,0,1,4.3615,0,1,83.3869,1,1,0,3.6018,11.7668,16.2236
30.6154,103.5285,100.682,0,-1.0992,41.4727,2,2,1.3452,1,0,0,0,4.8772,1,0,16.0978,3,0,2,6.754,3.5971,14.6049
18.0752,39.9451,354.5463,1,8.4869,45.3612,0,1,1.3561,1,0,1,0,1.1623,1,1,71.4914,0,0,4,1.0307,6.8509,20.257
17.5568,104.6502,399.5525,0,3.1641,25.8517,2,2,4.6205,2,0,1,1,1.8206,0,1,15.9653,2,0,3,4.1973,0.9474,19.3563
15.0111,84.2457,199.5933,1,4.5977,20.7288,2,0,9.1788,0,1,0,0,4.8441,0,0,76.3833,1,0,4,0.6815,9.8314,22.4784
-2.2242,46.8219,285.8584,1,5.7187,41.5467,2,2,0.2169,2,0,0,0,4.9386,1,1,56.7359,3,0,3,2.1637,5.2873,20.3681
-1.4049,78.7832,486.2906,0,-8.1861,37.6333,2,1,2.7628,2,0,1,0,2.1228,1,0,51.4224,2,0,3,1.0218,5.1297,20.8311
19.0365,55.4249,219.2462,0,1.6307,43.3637,0,0,2.8359,0,0,1,0,3.395,1,1,53.0146,0,1,0,0.7113,11.2882,14.3379
8.6383,59.1121,189.2613,0,-2.4817,32.7866,2,2,3.0495,0,1,0,1,1.83,0,0,40.1515,3,1,2,6.9128,4.7154,18.4857
31.6907,61.6375,184.3419,1,-7.2168,44.1657,0,0,0.247,0,0,0,0,4.5792,0,0,4.9637,0,1,2,0.963,8.3645,17.3186
11.2636,35.6987,323.5203,1,-5.9458,4.4521,1,2,8.2561,1,0,0,0,1.5474,1,0,55.2678,2,1,1,1.6177,11.405,21.8236
0.7313,118.7366,479.9148,0,5.6232,33.9781,1,0,0.0891,0,1,0,1,3.7529,0,1,2.2464,0,0,3,1.35,11.2723,14.6
23.5888,32.8381,343.4761,1,-6.7702,4.4398,0,2,4.777,1,0,0,1,2.1606,0,0,91.2666,3,1,3,6.1967,9.8587,19.8695
6.7341,89.6247,221.3292,0,-3.7516,37.4454,1,1,0.5636,0,0,0,0,2.4952,1,0,24.9061,1,0,0,2.6981,11.2192,10.7996
16.0188,63.4105,355.4279,1,-4.3025,31.4222,2,2,7.9864,2,0,0,0,3.1918,0,0,64.8913,2,1,0,0.4676,4.6988,24.6528
22.9133,88.1409,349.9369,0,-9.0274,0.7996,2,1,7.4659,0,1,1,1,2.7098,1,1,56.0287,1,0,2,3.6767,7.2636,19.7488
31.0106,62.0623,338.7701,1,-0.7568,29.963,2,2,7.2153,2,1,0,0,3.0936,0,0,61.6742,3,0,2,1.1613,5.5871,26.6433
26.6876,90.6376,163.7705,1,5.3186,7.314,1,2,7.3626,2,0,0,1,3.7186,0,1,32.43,2,0,3,4.7457,5.9748,18.6105
22.0544,95.6312,353.8267,0,-9.5569,7.1206,0,1,9.4024,0,1,0,0,2.1849,1,1,44.9459,0,1,1,3.0035,8.4848,13.4726
22.1853,92.1497,272.0658,1,-7.749,7.5232,1,1,4.1681,1,0,1,0,3.9553,1,0,74.9012,3,0,0,4.0998,0.6053,18.0103
32.837,40.2566,107.4368,0,4.4037,24.1912,1,1,8.6157,1,0,0,1,2.6688,0,0,39.1186,1,1,4,6.6459,10.5994,15.1707
6.833,89.1204,315.9058,1,1.8716,5.776,0,1,1.8423,1,1,1,1,1.0872,1,1,28.4827,1,1,0,4.3935,11.4232,22.3478
-4.9555,55.1989,495.7067,0,4.305,6.2828,0,2,4.5126,2,0,0,0,4.3866,0,1,3.1089,0,0,4,0.478,3.9001,10.0933
5.8782,32.5921,239.8958,0,-5.3979,12.8084,1,2,0.0891,1,0,0,1,2.1263,1,1,47.5965,3,1,4,5.5054,5.0881,14.072
3.7157,67.3348,486.2237,0,6.0754,0.0429,1,2,2.8414,2,0,1,0,4.441,0,0,69.4579,0,0,2,5.6485,11.0649,16.2787
21.4734,69.0189,138.4823,1,-0.4026,13.7895,0,1,4.5816,0,0,0,0,3.9783,0,0,28.8775,2,1,4,6.2505,3.0605,14.3079
20.3485,72.0457,392.98,0,2.206,30.9204,0,2,9.0929,1,0,1,1,2.6268,0,1,86.5697,2,1,1,2.6651,10.9277,19.4958
18.7385,93.4342,145.732,1,-8.1569,30.0785,1,2,3.1695,0,1,1,1,3.6011,1,0,11.5841,2,1,2,1.5593,9.9182,28.9119
-4.3503,57.7959,209.4286,0,-5.8994,48.4767,2,0,6.7241,0,1,1,1,4.9678,0,0,37.3324,0,1,2,3.8741,11.2685,19.7555
24.1511,58.3752,328.3363,1,5.4672,5.9815,2,0,8.3397,2,1,0,0,2.23,0,0,73.9595,0,1,4,4.373,2.6122,24.1936
7.9412,35.4497,337.1119,0,-5.5218,43.2786,2,1,3.2653,2,0,1,1,2.8017,1,1,96.9507,3,1,3,3.7053,8.8475,22.6066
21.6022,91.8139,410.0845,1,-8.1494,19.5595,0,1,1.6923,2,1,1,1,1.5941,1,1,37.7844,1,1,1,5.2297,3.5002,23.2493
17.2631,81.1043,346.1246,1,1.9441,19.3518,2,0,5.9119,2,1,1,0,4.4855,0,0,74.1321,2,0,2,3.5368,9.4067,25.96
8.7092,61.4483,337.4459,1,0.9587,17.4405,2,2,2.8438,1,1,0,0,3.2115,1,1,69.2043,3,0,4,6.747,9.5496,21.9817
0.3831,93.467,464.9412,0,2.1579,6.2368,0,2,6.5245,2,1,1,1,1.4077,0,1,93.6835,3,1,3,2.6508,1.3347,20.8947
-1.2232,78.3622,280.8643,0,2.3661,23.9253,0,1,1.347,0,0,0,1,3.3903,0,1,50.111,1,1,0,0.8039,0.6115,9.195
28.2607,72.232,190.1063,1,0.0039,39.3689,0,2,1.5159,1,1,0,0,2.8718,1,1,58.9996,0,1,3,3.2026,4.7153,20.069
31.7359,76.0192,164.7154,1,-0.1245,43.7716,2,2,6.7592,1,1,0,1,2.2295,0,1,16.218,1,1,0,2.0901,9.9686,25.5361
20.9915,87.2713,259.9978,1,8.4833,48.143,2,0,9.7356,1,0,1,0,1.0748,1,1,26.66,2,1,2,1.0723,2.2544,25.2646
-0.8626,89.4002,385.1011,0,0.6776,39.2646,2,0,2.469,1,1,1,0,1.8654,0,0,63.294,2,1,3,3.8573,6.8911,21.5064
11.0811,56.0062,117.0174,0,2.346,31.1546,2,1,7.1391,2,1,0,0,1.8239,0,1,56.0072,2,1,1,2.6105,1.138,14.6274
24.1576,42.6669,151.6214,1,-4.6606,24.8767,0,1,5.3204,1,0,1,1,3.8615,1,1,44.5646,3,0,4,1.3626,1.4731,18.3166
26.1928,44.0971,142.4454,0,7.4219,43.7449,2,0,8.4384,1,0,1,1,2.0369,0,1,70.0529,1,1,4,4.0778,7.6372,19.6326
-0.2713,87.5452,334.1001,0,-9.5126,36.9757,0,2,3.8889,1,1,1,0,4.9144,1,1,24.494,0,1,0,4.966,8.4327,15.1099
-4.9988,108.5586,197.1459,0,1.1445,8.0629,1,0,9.7171,2,1,0,0,1.7362,1,0,69.9224,2,0,4,1.345,2.9675,15.246
23.4855,66.8547,166.5038,0,-2.323,34.1275,1,0,0.824,2,0,1,0,4.5723,1,1,18.7879,0,0,2,6.3297,8.3849,11.2851
9.2638,45.2568,337.1083,0,2.0781,21.5519,1,1,9.8465,1,0,1,0,2.4611,1,0,49.4725,2,1,2,3.9553,1.4563,16.663
5.1793,98.0942,404.524,1,-2.7966,29.79,2,2,8.4624,1,1,0,0,4.9976,0,0,11.3491,3,0,1,0.6444,6.3921,24.3355
-4.4841,104.9241,232.862,1,4.3538,44.9177,0,1,8.6646,0,0,0,1,4.2151,1,0,51.7212,3,0,0,3.3521,4.9346,16.9231
16.612,109.2524,331.2818,0,-9.5934,32.6285,1,1,8.424,1,0,1,0,3.4162,1,1,82.1343,2,0,1,4.807,4.9494,13.7975
29.046,84.6148,139.2498,1,-1.8822,46.9362,0,0,8.6186,0,0,0,1,4.3225,0,0,48.3693,3,1,0,0.1126,0.5426,19.8495
33.3053,107.4656,474.0764,0,6.6253,43.3185,2,0,8.1515,0,0,1,1,4.5871,1,1,32.7933,0,1,3,0.5983,1.7163,24.2703
17.6298,31.3873,234.7585,1,-4.996,6.4451,2,1,8.9952,1,0,1,1,4.9903,0,0,13.7951,3,1,1,5.1712,10.4802,23.7755
15.5785,39.6512,499.0023,0,-8.945,0.5826,1,0,4.608,2,1,1,0,1.6808,1,0,35.8832,1,0,1,1.8681,11.684,17.8097
-1.5977,38.3318,491.4351,0,-0.0695,19.2206,1,0,9.3929,2,1,0,1,3.339,1,1,85.6837,2,0,3,2.4973,2.4304,14.6626
16.9549,94.1344,411.5294,0,9.5307,43.2665,1,2,3.8496,1,1,0,1,2.5473,0,1,39.111,1,0,1,2.2265,9.4691,18.6752
10.1992,36.2624,108.0268,1,-8.7168,11.5063,2,2,7.2852,0,1,1,0,2.5418,1,1,18.4894,1,1,3,2.3991,11.5648,24.1458
19.2854,74.6728,317.39,1,-8.5989,34.57,2,1,7.1035,2,1,1,0,3.5293,1,0,88.8474,2,1,2,3.6973,5.1922,29.3439
10.5491,72.5436,134.7346,1,1.9023,23.7998,1,2,8.209,2,0,0,1,3.0166,0,1,92.8027,2,1,1,0.7015,9.249,21.4384
4.612,57.9633,458.0552,0,-4.9986,37.3039,2,1,7.3838,0,0,0,0,4.2421,0,0,95.3977,3,1,3,5.789,7.4494,18.5761
-1.2014,108.3365,415.8545,0,-1.7954,8.2488,2,2,0.3538,2,0,1,0,2.3131,1,0,51.8749,3,0,3,2.1782,2.7094,21.1647
7.5967,45.339,488.9362,1,6.6101,11.9546,1,0,7.3915,0,0,1,1,3.12,1,1,56.221,1,1,1,5.207,7.2802,22.3696
-1.1342,61.7217,343.3532,1,-6.023,12.1262,2,0,0.233,1,0,0,0,4.8623,0,1,30.3527,1,1,1,4.5143,7.8401,15.8123
2.0759,99.6754,308.8691,0,4.386,27.4233,2,1,5.3323,0,0,1,0,1.3621,0,0,33.6869,1,0,4,5.0726,11.6153,17.6212
34.4934,32.738,307.5895,0,0.0897,14.4812,0,2,8.3895,2,0,1,0,2.074,0,1,51.525,3,0,0,4.0878,1.5323,11.9604
12.7641,90.5655,254.5793,0,8.0992,40.5861,0,0,8.2958,1,1,1,0,1.4066,1,1,16.1761,1,0,4,2.9347,10.1332,14.8693
16.2749,103.4758,287.476,1,9.4592,17.3397,0,1,8.4131,1,0,1,0,1.2509,0,1,96.2303,0,0,0,0.3973,4.7185,16.8524
29.9447,113.9041,354.165,0,-0.3008,33.0426,2,2,6.0241,2,1,1,1,1.0666,1,0,68.5047,2,1,0,3.0466,10.1803,29.4633
34.8228,108.8667,473.179,0,1.6929,47.4251,2,0,1.8381,2,1,1,0,2.462,0,0,4.6677,3,0,3,0.0786,1.9077,25.4473
18.3086,58.7446,338.3537,0,4.9169,30.3462,0,2,5.0798,0,1,0,0,4.3942,1,1,25.8251,0,1,4,0.0004,4.7095,17.0387
27.499,82.7728,442.8464,0,-3.6265,12.1077,0,1,5.1621,0,1,0,1,1.9667,1,1,30.0146,2,0,1,1.7363,9.2402,14.6812
8.0776,36.9564,445.112,1,-5.4652,41.5228,0,1,3.2477,1,0,0,1,2.2977,0,1,1.0287,0,1,1,5.5028,3.7152,14.1544
7.2298,53.2083,307.5331,0,9.2937,0.6271,1,1,4.241,1,0,0,0,4.4253,0,1,98.4285,3,0,4,1.6592,3.9858,12.0431
11.1081,38.48,238.9879,1,-1.3477,12.8269,0,0,8.7218,2,1,0,1,1.6,0,1,27.9709,3,1,2,5.0471,11.3552,17.2508
21.9003,58.3669,355.8295,0,-9.9682,19.3745,0,1,5.1793,0,0,1,1,1.9474,1,1,5.1631,2,0,0,3.8617,1.4941,10.0391
22.2877,108.7668,278.3509,1,6.7544,9.7989,0,2,7.0474,1,0,1,1,3.8476,0,0,87.6164,3,1,3,5.0578,6.3246,25.7297
7.6096,61.245,132.5763,1,1.9933,30.2009,1,0,4.9581,2,1,0,0,3.9642,0,1,11.0492,3,1,2,0.9041,6.7536,18.9275
0.3284,80.5708,251.1236,1,-6.6288,27.9,1,1,6.1747,0,0,1,1,2.4348,1,1,45.5791,2,1,3,1.6634,6.2851,22.5606
20.2959,69.0043,497.6289,1,-9.3972,20.3248,2,1,0.9259,1,1,1,0,1.042,1,1,36.4635,1,1,2,4.7546,5.4735,25.9261
0.133,71.3025,119.4047,0,-4.1704,14.719,0,0,9.3139,2,1,0,0,2.5261,0,0,7.7991,0,1,3,5.5266,8.7601,10.3605
18.1397,117.2615,378.6668,1,8.5577,21.6954,0,1,4.3593,2,0,1,0,3.8619,1,0,3.258,3,0,4,4.0344,11.6012,24.5444
22.7369,56.6539,436.4755,1,8.6698,14.5601,2,2,7.483,1,1,0,0,3.8592,1,1,26.884,3,0,1,0.1538,1.4531,24.0901
23.0245,86.4592,359.4904,0,-3.7799,11.0629,0,0,6.671,1,0,1,0,2.6792,1,1,35.9727,0,0,1,6.6969,3.612,8.5951
25.1389,67.8056,327.8993,1,6.7186,17.5635,2,2,7.9927,0,1,1,1,2.3951,1,0,74.6583,3,1,3,5.2832,4.7587,31.859
29.9144,35.5032,383.0218,1,-1.1631,30.1168,0,2,0.3487,1,1,0,1,3.8083,1,1,72.4279,0,0,0,6.9179,5.4989,16.6883
14.9984,74.0398,271.7371,0,3.0869,32.4195,0,1,9.3535,1,0,0,0,4.7958,0,0,46.432,0,1,2,3.2271,10.321,14.5547
24.21,103.2009,136.5447,1,-3.3111,14.8674,0,0,8.2975,1,1,1,0,4.1712,1,0,21.0205,3,1,3,0.0598,8.5145,24.8169
19.7669,38.8878,484.9487,0,0.3195,47.3699,2,1,8.3376,0,1,1,1,1.9171,0,1,84.2156,3,0,2,1.6954,11.293,23.049
2.4656,36.2633,272.9203,1,-4.1244,13.098,2,2,4.6711,2,0,0,0,4.8506,0,0,64.9248,1,1,2,0.5623,4.3429,22.1552
-3.9724,43.8268,366.1557,1,-8.7777,35.6066,2,1,7.9632,1,1,0,1,3.4388,1,1,34.8823,2,0,3,6.3959,5.1467,18.8008
6.3817,98.796,312.5242,1,-7.2124,4.074,2,1,5.7518,0,0,0,0,1.4497,1,1,87.0889,1,0,0,4.4044,4.178,14.7486
12.7213,95.1596,121.8692,0,-4.1865,33.2422,2,2,5.0348,0,1,1,1,2.3474,1,0,81.8092,3,0,0,3.7173,1.178,18.5055
19.6842,80.8516,481.0986,1,9.5251,22.9974,1,1,7.8492,2,1,0,0,3.8963,1,1,0.0599,3,0,1,2.1952,5.7779,22.6885
28.9984,72.1404,417.0149,0,9.3134,28.4554,2,2,6.278,0,1,0,0,4.4792,1,0,86.892,0,1,0,1.6332,7.1367,24.2437
2.8498,109.9493,159.6392,1,6.5533,9.2036,0,0,0.7716,2,1,0,0,3.118,0,0,52.941,0,0,0,5.2865,5.7581,12.3076
0.022,99.0028,492.6596,1,-5.3499,21.6782,1,2,3.1451,1,0,0,1,1.5509,1,1,92.4415,3,0,0,1.8215,9.9168,21.029
33.5392,103.0748,394.7605,1,-1.168,38.3139,1,0,6.2209,2,0,0,0,1.4942,0,0,77.0716,3,0,1,4.4096,3.6298,18.6117
-0.6782,103.1936,288.9287,1,-1.2043,38.3542,1,2,9.038,0,0,0,0,2.3038,0,1,14.6303,0,1,4,2.9181,10.8241,18.9459
14.1396,87.8445,344.548,0,-2.2605,11.8778,1,2,9.33,2,0,1,0,1.15,0,1,34.1157,0,1,3,4.261,2.2384,15.8669
18.4225,71.2213,142.6947,0,-9.1024,17.63,2,1,8.3891,1,1,1,1,2.6742,1,1,31.1698,3,1,3,3.4152,7.8931,22.0596
16.655,107.821,324.1646,0,0.6905,0.1907,0,0,2.5431,2,1,1,0,4.1085,0,1,70.2924,0,1,4,1.4199,5.4903,16.78
-1.5587,113.3407,129.4644,1,-8.5438,4.4981,2,2,4.7338,2,1,1,0,2.8441,0,0,53.8521,1,1,3,1.8244,6.1076,25.5733
-2.7189,32.1425,317.9421,0,6.0384,6.3365,2,1,4.3339,2,1,0,1,4.3214,1,1,27.0496,1,1,0,6.3178,4.4548,14.6115
-0.7807,34.6399,321.0783,0,3.8261,14.6826,1,1,4.3869,1,1,0,0,3.6292,1,0,76.1578,3,1,0,0.0567,2.0467,17.487
18.4235,116.2869,449.7755,1,-2.9453,37.9508,2,0,0.4978,0,0,0,0,1.7733,1,0,65.3917,2,1,3,0.8763,2.239,25.6536
16.7738,54.9445,390.023,0,2.9427,25.5125,1,1,1.7364,0,1,0,1,1.8576,1,1,79.316,2,1,3,1.359,1.3454,18.5239
4.3496,108.6032,199.821,1,-5.3393,39.6304,2,1,1.5326,1,0,0,1,2.3987,1,0,74.7035,2,0,0,0.2206,2.6383,21.0207
20.511,64.9916,455.3705,1,-4.695,37.7453,1,2,6.1727,0,0,1,1,3.1522,0,0,61.3585,1,1,4,3.2189,0.2238,27.1278
27.8027,40.719,329.2971,0,-3.7173,29.3569,1,0,4.118,2,1,0,0,3.7131,1,0,16.6037,3,1,4,3.3819,0.6807,18.8012
-3.3368,37.2399,342.5518,0,5.9402,24.993,1,0,3.2439,2,0,1,0,1.6923,0,0,19.4607,3,1,4,1.9429,4.4957,19.0323
14.9252,44.0857,167.5925,1,-5.7862,46.566,1,0,4.4391,0,1,1,1,1.6131,0,1,78.7323,0,1,3,3.2029,0.0413,20.1829
22.5724,52.4904,443.1094,1,1.2556,28.4635,2,0,3.2421,2,1,1,0,1.0495,0,0,85.6124,1,0,2,4.3202,10.7701,25.6937
5.0925,73.9667,472.386,1,-5.9907,24.1412,2,1,7.5747,1,1,1,1,1.4514,0,1,50.2218,0,0,3,0.6498,10.3691,26.1689
7.3108,93.1348,409.9963,1,-4.2993,43.456,0,0,1.6704,2,1,0,1,4.0073,0,0,98.7148,3,0,3,3.1429,8.7006,22.8439
19.5455,118.7759,476.301,0,-5.2904,3.5719,0,1,0.5613,1,0,1,0,1.2215,0,0,29.5214,1,0,1,1.7209,10.5478,16.7677
30.9174,69.7356,220.92,1,2.9001,32.8013,1,1,6.5071,2,1,1,0,3.4231,0,1,73.1689,0,0,1,4.3925,11.1116,21.3534
27.397,76.6366,444.4477,0,0.5346,5.6514,0,1,2.3058,0,1,0,0,3.4035,0,1,66.9713,3,0,0,6.1418,4.1738,9.6934
18.3252,76.9634,295.5573,1,4.426,40.9911,0,1,6.4335,0,1,0,1,4.9702,1,1,74.6477,3,1,4,5.6825,4.8135,22.5419
24.2089,78.5491,165.5669,0,-5.6011,39.6333,1,0,0.5854,2,0,1,1,3.7106,1,0,41.5913,1,1,3,3.3624,11.1485,20.8437
9.5929,76.5967,367.5202,1,-9.817,25.18,1,1,2.471,1,1,0,1,3.797,1,1,24.4317,2,1,4,0.4434,6.6405,24.0471
20.6386,30.7897,373.6481,1,3.6102,33.0522,1,2,1.5388,1,1,0,1,1.3585,0,1,40.4862,1,1,0,4.5621,7.6302,21.7546
13.6473,30.1552,214.7698,0,-7.7029,38.6311,0,2,2.9067,1,0,0,0,4.5054,0,0,18.9688,3,0,1,6.9711,10.3138,7.8989
2.5974,38.79,110.9973,1,-5.0739,24.1652,1,2,3.2886,1,1,1,1,2.2801,1,0,11.1815,1,1,0,4.4424,11.8969,22.696
23.0695,39.1401,179.9389,0,-3.8863,45.2979,0,2,4.952,1,1,1,1,2.2502,0,1,68.4254,0,1,2,0.2041,7.1626,18.9322
17.2586,93.4407,259.911,1,4.936,21.8515,1,1,5.2014,1,1,1,1,2.8627,0,0,98.5817,1,1,2,0.8892,10.2948,28.9193
9.3449,48.4424,167.0252,1,2.5178,44.6011,1,2,6.301,1,0,1,0,3.8305,1,1,66.6908,2,0,4,2.453,10.8407,21.9302
31.4536,110.5243,177.612,1,-6.3147,29.1372,2,2,3.3165,0,1,1,0,2.1778,0,1,13.4435,2,1,4,5.3013,11.7399,26.1414
-4.1626,113.5746,256.5563,0,1.9578,21.3122,2,1,5.3202,0,0,1,1,4.1101,1,0,52.1436,2,0,2,1.2877,2.7224,18.6541
7.6309,117.8304,484.7146,1,4.163,0.2049,1,0,9.9012,0,1,0,1,1.9824,0,1,60.4129,2,1,2,0.3576,5.909,24.0622
-2.7247,114.5173,405.6974,0,-2.2221,14.7778,2,0,2.1064,0,0,1,0,1.4909,0,0,73.5647,1,0,4,3.7314,4.8181,16.0291
25.6611,54.4699,227.8994,1,-5.0809,43.3961,2,0,1.5271,2,1,0,0,3.7868,0,0,77.5408,3,1,2,2.6594,0.0737,23.2622
23.0843,75.8799,480.6416,0,3.5797,21.4356,2,0,8.4256,1,1,1,0,4.6863,1,0,19.767,1,1,0,1.7958,1.6494,23.4686
8.2541,45.7909,358.2587,0,2.2178,21.0734,2,1,4.1037,0,1,0,0,4.6386,0,0,32.7341,1,0,4,2.1602,0.9162,15.2932
22.0265,102.5589,282.1799,1,-8.4418,24.4705,0,1,8.4688,1,0,0,1,1.25,0,1,54.3362,3,1,4,6.3946,8.404,18.9175
10.8375,109.9589,287.3201,1,3.3336,14.3152,2,0,4.2469,1,0,1,0,2.5666,0,1,0.4618,0,1,2,4.5713,11.6104,21.0086
25.2502,106.616,264.2978,1,-0.2296,24.5776,1,2,0.2168,1,0,0,1,2.1494,0,0,19.8375,1,0,2,6.4627,2.9836,17.9995
